subject	trial	condition	bkgid	numcorrect	rt1	rt2	rt3	rt4
S39492032	36	stable	2	4	2066	1016	1336	1168
S39492032	36	stable	2	4	2066	1016	1336	116
S41326220	1	unstable	5	3	852	1232	889	487
S41326220	2	stable	2	2	1502	584	776	544
S41326220	3	stable	3	3	887	1263	1432	672
S41326220	4	stable	1	4	1036	752	553	896
S41326220	5	unstable	4	4	948	632	672	976
S41326220	6	unstable	6	4	989	592	3056	3225
S41326220	7	stable	3	4	1146	1104	936	993
S41326220	8	stable	1	4	2097	736	865	775
S41326220	9	unstable	6	4	1349	768	704	640
S41326220	10	unstable	4	4	1357	640	485	1059
S41326220	11	unstable	5	4	993	432	1487	729
S41326220	12	stable	2	4	1578	416	760	497
S41326220	13	stable	2	4	1240	552	816	784
S41326220	14	unstable	4	4	1216	807	832	1088
S41326220	15	unstable	6	2	1243	425	1135	695
S41326220	16	unstable	5	2	1360	1136	624	656
S41326220	17	stable	3	3	1019	626	543	736
S41326220	18	stable	1	4	818	447	706	551
S41326220	19	unstable	5	4	1140	520	536	800
S41326220	20	stable	1	4	1167	2232	783	823
S41326220	21	unstable	6	3	904	759	761	504
S41326220	22	unstable	4	4	945	727	640	640
S41326220	23	stable	3	4	1050	775	632	936
S41326220	24	stable	2	4	1685	840	1856	688
S41326220	25	unstable	5	4	1392	808	840	697
S41326220	26	stable	2	4	1546	696	792	512
S41326220	27	unstable	4	4	1229	440	720	905
S41326220	28	unstable	6	4	980	672	896	807
S41326220	29	stable	3	4	11341	560	3217	968
S41326220	30	stable	1	4	1257	911	856	544
S41326220	31	stable	1	4	1351	1759	712	672
S41326220	32	unstable	5	3	1631	632	696	648
S41326220	33	stable	3	4	1098	488	968	511
S41326220	34	unstable	6	4	1383	711	888	688
S41326220	35	unstable	4	4	1252	1616	936	712
S41326220	36	stable	2	4	1162	600	728	111
S42559658	1	stable	2	3	1971	1166	1223	943
S42559658	2	unstable	4	3	1701	793	1108	848
S42559658	3	unstable	6	3	978	785	1013	818
S42559658	4	stable	3	2	1684	1081	891	878
S42559658	5	unstable	5	2	1406	716	945	739
S42559658	6	stable	1	2	1501	775	957	872
S42559658	7	unstable	5	4	1371	811	746	958
S42559658	8	stable	2	2	1510	889	1108	637
S42559658	9	stable	1	3	1307	756	740	866
S42559658	10	unstable	6	2	1092	741	725	1292
S42559658	11	unstable	4	3	1329	1035	3248	950
S42559658	12	stable	3	3	1545	583	941	735
S42559658	13	unstable	6	3	659	724	734	965
S42559658	14	stable	2	3	761	796	1238	1028
S42559658	15	unstable	5	3	1323	882	794	694
S42559658	16	stable	1	4	1080	1607	787	4099
S42559658	17	unstable	4	4	1802	794	801	810
S42559658	18	stable	3	3	1088	925	859	862
S42559658	19	stable	2	3	1224	887	801	794
S42559658	20	unstable	4	3	1032	804	936	708
S42559658	21	unstable	6	4	1321	974	898	902
S42559658	22	unstable	5	4	1194	1019	1186	840
S42559658	23	stable	3	3	1538	959	819	598
S42559658	24	stable	1	4	1443	887	765	1091
S42559658	25	unstable	4	3	830	1223	880	1030
S42559658	26	stable	1	3	1401	1039	906	1080
S42559658	27	stable	2	2	643	751	1745	669
S42559658	28	unstable	5	3	1138	1191	877	753
S42559658	29	stable	3	2	797	1051	978	706
S42559658	30	unstable	6	4	1506	879	983	864
S42559658	31	unstable	6	4	1801	816	786	710
S42559658	32	stable	2	4	935	928	3134	2470
S42559658	33	unstable	5	3	2052	684	621	929
S42559658	34	stable	1	3	1295	794	734	2576
S42559658	35	stable	3	4	1111	755	694	702
S42559658	36	unstable	4	2	757	883	691	50
S45054077	1	unstable	4	4	1088	657	964	901
S45054077	2	stable	2	4	1181	1389	1705	750
S45054077	3	unstable	5	4	1289	1514	616	820
S45054077	4	unstable	6	4	1021	445	642	1000
S45054077	5	stable	3	4	1164	1081	761	528
S45054077	6	stable	1	3	1219	657	1801	1109
S45054077	7	stable	2	4	982	755	573	755
S45054077	8	stable	1	2	1327	552	740	742
S45054077	9	unstable	6	4	1980	776	768	667
S45054077	10	unstable	5	4	1903	604	580	967
S45054077	11	unstable	4	3	1498	656	617	759
S45054077	12	stable	3	2	2299	857	578	1230
S45054077	13	stable	3	3	1326	578	504	617
S45054077	14	unstable	5	3	1159	927	644	1170
S45054077	15	stable	1	4	1719	1007	684	380
S45054077	16	unstable	6	4	1820	656	884	774
S45054077	17	unstable	4	4	1301	1087	735	765
S45054077	18	stable	2	4	1767	590	536	841
S45054077	19	stable	1	3	1323	645	446	1031
S45054077	20	unstable	5	2	1270	483	331	1002
S45054077	21	unstable	4	2	1266	1105	568	757
S45054077	22	unstable	6	4	1551	671	758	775
S45054077	23	stable	2	4	1075	1147	602	933
S45054077	24	stable	3	4	1330	552	656	614
S45054077	25	stable	3	4	1416	1768	815	575
S45054077	26	unstable	4	4	1239	641	649	623
S45054077	27	stable	2	3	1456	655	657	471
S45054077	28	stable	1	3	1268	633	631	760
S45054077	29	unstable	5	4	1565	1397	738	2322
S45054077	30	unstable	6	2	1313	652	775	579
S45054077	31	unstable	4	4	1147	525	723	945
S45054077	32	unstable	5	3	1182	698	639	527
S45054077	33	unstable	6	2	1639	444	1224	1660
S45054077	34	stable	1	4	2199	473	935	439
S45054077	35	stable	3	3	1670	809	626	573
S45054077	36	stable	2	4	1486	536	800	102
S46792068	1	stable	1	2	1536	1012	1352	367
S46792068	2	stable	3	4	1687	1194	1667	553
S46792068	3	unstable	4	3	1525	1220	1961	932
S46792068	4	stable	2	3	1091	890	2267	1860
S46792068	5	unstable	6	1	1372	628	1900	694
S46792068	6	unstable	5	4	1379	493	1211	791
S46792068	7	unstable	6	4	1843	1061	1146	1315
S46792068	8	unstable	5	2	2419	680	594	1127
S46792068	9	stable	3	3	1531	640	1846	549
S46792068	10	unstable	4	1	1774	889	2986	513
S46792068	11	stable	1	3	1563	742	768	1669
S46792068	12	stable	2	3	2362	1976	2360	1148
S46792068	13	stable	3	3	1242	445	566	1037
S46792068	14	unstable	4	3	1243	786	985	781
S46792068	15	stable	2	2	2427	566	2238	1282
S46792068	16	unstable	5	3	2348	846	604	864
S46792068	17	stable	1	3	1549	990	1146	582
S46792068	18	unstable	6	4	1921	879	812	462
S46792068	19	stable	3	4	1124	821	648	829
S46792068	20	stable	1	2	1658	539	1522	754
S46792068	21	unstable	5	4	1458	790	666	539
S46792068	22	unstable	4	4	1332	1075	577	561
S46792068	23	stable	2	3	1316	567	1250	758
S46792068	24	unstable	6	3	1927	1070	1545	601
S46792068	25	unstable	6	3	1379	1335	820	942
S46792068	26	stable	3	2	1370	712	736	944
S46792068	27	unstable	5	2	1271	1113	1062	860
S46792068	28	stable	2	3	1566	756	758	758
S46792068	29	stable	1	3	1371	564	1086	1007
S46792068	30	unstable	4	4	1222	1119	721	1338
S46792068	31	unstable	5	2	2693	1704	1586	1000
S46792068	32	unstable	6	3	2376	969	2115	647
S46792068	33	unstable	4	4	2369	1059	1865	830
S46792068	34	stable	2	3	1891	885	1623	789
S46792068	35	stable	3	3	1142	875	1368	710
S46792068	36	stable	1	3	1332	704	803	208
S5567407	1	stable	2	3	1759	1106	797	838
S5567407	2	unstable	4	4	2849	1052	736	560
S5567407	3	stable	1	3	1511	778	1928	1609
S5567407	4	unstable	6	4	1715	1144	696	782
S5567407	5	unstable	5	4	1649	684	632	706
S5567407	6	stable	3	4	1636	2111	1153	892
S5567407	7	unstable	6	4	1813	736	666	489
S5567407	8	stable	3	4	1677	643	785	1337
S5567407	9	stable	2	4	1587	671	1137	1022
S5567407	10	unstable	4	4	1769	1216	478	848
S5567407	11	unstable	5	4	1265	738	644	1079
S5567407	12	stable	1	4	1552	659	614	899
S5567407	13	stable	3	4	1613	1840	968	1271
S5567407	14	stable	2	4	1727	855	1084	438
S5567407	15	unstable	4	4	1223	1030	513	650
S5567407	16	unstable	5	4	1715	878	435	887
S5567407	17	unstable	6	4	1592	474	832	1301
S5567407	18	stable	1	4	1813	450	1492	1138
S5567407	19	stable	3	4	1578	459	957	894
S5567407	20	unstable	5	3	1171	824	694	846
S5567407	21	stable	2	4	1292	484	1492	1030
S5567407	22	unstable	4	4	2077	733	650	792
S5567407	23	unstable	6	4	1965	991	584	856
S5567407	24	stable	1	4	1860	1083	530	861
S5567407	25	unstable	4	4	1918	1297	633	1128
S5567407	26	stable	3	4	1780	782	1065	927
S5567407	27	stable	2	4	1252	993	535	815
S5567407	28	stable	1	4	1370	2154	772	958
S5567407	29	unstable	6	4	1611	828	1084	1783
S5567407	30	unstable	5	4	1479	1862	842	1156
S5567407	31	stable	3	4	1085	435	569	958
S5567407	32	unstable	6	4	1440	464	822	786
S5567407	33	stable	1	3	2784	2053	2893	1124
S5567407	34	stable	2	4	1911	720	646	1606
S5567407	35	unstable	4	4	2945	726	738	954
S5567407	36	unstable	5	4	1282	878	635	205
S62113874	1	unstable	4	2	1534	1906	1168	1299
S62113874	2	unstable	6	4	1409	752	624	876
S62113874	3	stable	1	3	1146	1044	704	897
S62113874	4	unstable	5	3	1835	608	947	865
S62113874	5	stable	2	3	1937	1269	976	976
S62113874	6	stable	3	3	1168	1040	884	977
S62113874	7	stable	3	3	1499	852	1423	1189
S62113874	8	stable	2	3	1366	984	1120	997
S62113874	9	unstable	5	4	1617	800	896	740
S62113874	10	stable	1	3	1467	756	895	944
S62113874	11	unstable	6	3	1562	1493	943	992
S62113874	12	unstable	4	4	1145	927	624	932
S62113874	13	unstable	4	3	1263	895	1216	1093
S62113874	14	stable	3	2	1440	568	848	992
S62113874	15	unstable	5	3	1186	847	960	1221
S62113874	16	stable	2	3	1539	1231	847	1278
S62113874	17	stable	1	3	1408	677	623	816
S62113874	18	unstable	6	4	1109	579	1313	912
S62113874	19	unstable	6	4	1357	963	968	736
S62113874	20	stable	2	3	1634	833	864	788
S62113874	21	unstable	4	4	1132	656	608	1056
S62113874	22	unstable	5	3	1050	816	896	591
S62113874	23	stable	1	3	1162	809	1011	641
S62113874	24	stable	3	4	1135	1060	976	784
S62113874	25	stable	3	4	1047	784	897	847
S62113874	26	stable	2	4	1209	821	2535	1076
S62113874	27	stable	1	4	1171	660	1091	873
S62113874	28	unstable	4	4	739	636	676	552
S62113874	29	unstable	5	2	1314	1344	1416	480
S62113874	30	unstable	6	4	1426	936	784	1731
S62113874	31	unstable	4	2	2446	1264	1871	753
S62113874	32	unstable	6	3	1242	1121	1439	772
S62113874	33	stable	3	3	1048	651	1660	869
S62113874	34	stable	1	3	1527	1352	1072	756
S62113874	35	stable	2	3	1169	1197	831	864
S62113874	36	unstable	5	4	1322	1044	959	112
S73932027	1	unstable	4	4	1213	1311	832	2904
S73932027	2	stable	3	3	772	664	592	936
S73932027	3	stable	2	4	1074	1016	697	863
S73932027	4	unstable	5	4	853	489	671	1352
S73932027	5	unstable	6	4	755	728	744	1368
S73932027	6	stable	1	4	712	479	721	783
S73932027	7	unstable	6	4	808	1016	656	656
S73932027	8	stable	1	4	2008	561	663	712
S73932027	9	stable	2	4	1515	896	584	440
S73932027	10	unstable	5	4	896	608	592	744
S73932027	11	unstable	4	3	1680	456	591	792
S73932027	12	stable	3	4	640	584	888	688
S73932027	13	stable	1	4	2552	680	704	752
S73932027	14	unstable	4	4	829	752	368	767
S73932027	15	unstable	5	4	1125	393	439	1001
S73932027	16	stable	3	4	744	1240	440	543
S73932027	17	unstable	6	3	681	465	535	632
S73932027	18	stable	2	4	751	664	1743	649
S73932027	19	unstable	5	4	1303	599	761	831
S73932027	20	stable	1	4	627	600	487	1640
S73932027	21	stable	2	4	1343	512	536	744
S73932027	22	stable	3	4	861	424	1032	896
S73932027	23	unstable	4	4	831	783	713	1096
S73932027	24	unstable	6	4	1501	960	808	751
S73932027	25	unstable	4	4	568	1024	744	640
S73932027	26	stable	3	4	675	367	408	400
S73932027	27	stable	1	4	650	608	536	520
S73932027	28	stable	2	4	1035	319	896	576
S73932027	29	unstable	5	4	1540	673	719	2928
S73932027	30	unstable	6	4	728	520	2200	968
S73932027	31	unstable	4	4	632	616	504	1328
S73932027	32	unstable	5	4	713	864	2136	2551
S73932027	33	stable	3	4	1125	1151	569	856
S73932027	34	unstable	6	4	882	728	591	561
S73932027	35	stable	2	3	712	2512	1456	752
S73932027	36	stable	1	4	658	392	552	41
S75537076	1	stable	3	4	1690	1443	1536	1413
S75537076	2	stable	2	4	2120	1359	1405	1599
S75537076	3	unstable	4	3	1627	1272	881	1405
S75537076	4	unstable	5	4	1801	1012	1552	1257
S75537076	5	unstable	6	3	2590	1064	3089	2270
S75537076	6	stable	1	4	2767	3575	4209	1597
S75537076	7	stable	2	3	3030	1553	1304	1644
S75537076	8	stable	1	4	2030	1311	1176	1080
S75537076	9	unstable	4	4	1896	1480	1284	1334
S75537076	10	unstable	5	4	1438	1228	1405	1922
S75537076	11	stable	3	3	3241	1251	1135	2232
S75537076	12	unstable	6	3	2824	1120	1344	1482
S75537076	13	unstable	4	4	3114	1499	1165	1135
S75537076	14	stable	2	4	2592	1219	1290	1243
S75537076	15	stable	3	4	2301	849	1205	1374
S75537076	16	unstable	6	4	2524	1351	1052	1327
S75537076	17	unstable	5	4	1613	1190	1344	1167
S75537076	18	stable	1	4	1591	1244	1305	1444
S75537076	19	stable	2	4	1726	1174	1059	1267
S75537076	20	unstable	5	4	2018	1283	1158	1213
S75537076	21	unstable	6	3	1998	1104	1259	1236
S75537076	22	stable	1	3	1769	1181	1065	1160
S75537076	23	stable	3	4	2105	851	3257	1423
S75537076	24	unstable	4	4	1873	1398	1452	1615
S75537076	25	unstable	6	3	2129	966	1863	1691
S75537076	26	unstable	4	4	1515	1174	888	1453
S75537076	27	unstable	5	4	1750	1075	834	2001
S75537076	28	stable	3	4	2173	1367	873	1430
S75537076	29	stable	1	4	1413	1198	1328	1259
S75537076	30	stable	2	4	1713	1260	1176	1550
S75537076	31	stable	1	2	1766	1280	1870	1311
S75537076	32	unstable	4	4	1568	1074	857	1080
S75537076	33	unstable	5	4	1704	1098	1213	1265
S75537076	34	stable	3	4	2311	1174	1297	1057
S75537076	35	stable	2	4	1822	1283	1368	1374
S75537076	36	unstable	6	4	1743	1150	1639	170
S98297097	1	unstable	4	1	1736	1103	967	631
S98297097	2	stable	1	2	2219	985	951	1144
S98297097	3	unstable	5	3	1991	760	920	688
S98297097	4	stable	3	1	1218	1223	896	992
S98297097	5	unstable	6	4	1936	1248	984	1064
S98297097	6	stable	2	2	1743	1583	769	864
S98297097	7	unstable	5	3	2138	1048	1064	841
S98297097	8	unstable	6	3	1844	1343	1872	1648
S98297097	9	stable	3	4	1962	896	960	1127
S98297097	10	stable	2	3	1620	792	960	673
S98297097	11	stable	1	3	1814	1208	2273	1015
S98297097	12	unstable	4	3	1924	576	912	920
S98297097	13	stable	2	4	1873	673	983	617
S98297097	14	stable	3	3	2408	1336	1088	623
S98297097	15	unstable	6	3	1794	833	1152	655
S98297097	16	stable	1	4	2052	1073	1407	1584
S98297097	17	unstable	4	2	1743	824	992	893
S98297097	18	unstable	5	3	1989	952	1047	1417
S98297097	19	stable	1	4	1635	1399	825	1184
S98297097	20	stable	3	3	1495	1247	1321	679
S98297097	21	unstable	6	3	1562	1119	936	680
S98297097	22	unstable	5	3	1852	1097	1159	800
S98297097	23	stable	2	3	1377	1056	937	1239
S98297097	24	unstable	4	4	1522	1241	791	1688
S98297097	25	unstable	6	2	1928	1280	1728	944
S98297097	26	stable	3	4	1866	1152	952	568
S98297097	27	unstable	5	3	1309	752	960	928
S98297097	28	stable	1	3	1606	751	952	753
S98297097	29	unstable	4	4	1338	744	1103	935
S98297097	30	stable	2	2	1735	936	984	752
S98297097	31	stable	3	3	925	2448	871	1024
S98297097	32	unstable	6	3	1297	776	1896	792
S98297097	33	unstable	4	3	1530	967	1176	984
S98297097	34	stable	2	3	1034	744	992	888
S98297097	35	unstable	5	3	1435	792	784	872
S98297097	36	stable	1	3	1365	895	952	88
S98942290	1	unstable	5	4	1209	770	522	660
S98942290	2	stable	1	4	1225	677	952	763
S98942290	3	unstable	6	4	1038	821	1232	1124
S98942290	4	stable	3	4	1123	1019	1018	769
S98942290	5	stable	2	3	1317	434	654	1087
S98942290	6	unstable	4	4	1020	588	784	1215
S98942290	7	stable	3	3	1067	516	1044	1045
S98942290	8	stable	1	3	689	535	637	1201
S98942290	9	stable	2	2	826	887	906	882
S98942290	10	unstable	4	1	950	677	1424	771
S98942290	11	unstable	6	2	914	880	1068	526
S98942290	12	unstable	5	4	644	606	995	306
S98942290	13	unstable	5	4	1072	796	736	670
S98942290	14	unstable	4	2	1073	1028	736	812
S98942290	15	stable	2	2	4559	1130	854	744
S98942290	16	unstable	6	2	1897	1070	966	703
S98942290	17	stable	3	2	93805	1090	1320	888
S98942290	18	stable	1	2	1466	644	559	677
S98942290	19	unstable	5	4	631	582	717	866
S98942290	20	stable	2	2	952	705	1490	759
S98942290	21	unstable	6	1	1432	738	656	776
S98942290	22	stable	3	1	1315	700	1060	856
S98942290	23	unstable	4	3	645	432	756	449
S98942290	24	stable	1	3	1016	874	752	1024
S98942290	25	stable	1	2	996	605	1082	548
S98942290	26	unstable	5	4	1114	754	845	705
S98942290	27	stable	2	2	737	969	844	850
S98942290	28	stable	3	2	1117	566	602	2790
S98942290	29	unstable	6	2	1299	946	944	940
S98942290	30	unstable	4	2	1386	1489	1221	1700
S98942290	31	unstable	6	3	941	566	1142	851
S98942290	32	stable	1	4	969	539	846	1079
S98942290	33	unstable	5	1	2498	1566	4270	985
S98942290	34	unstable	4	4	746	820	674	761
S98942290	35	stable	3	3	878	767	757	656
S98942290	36	stable	2	2	487	988	623	57
